cliente_id,producto,fecha_contratacion
1436,tarjeta_credito,2024-06-18
1436,prestamo_personal,2024-10-25
1437,cuenta_nomina,2024-05-08
1438,cuenta_nomina,2024-11-08
1438,cuenta_ahorro,2024-06-27
1438,prestamo_personal,2024-10-26
1438,seguro_vida,2024-07-23
1439,cuenta_nomina,2024-12-25
1440,cuenta_nomina,2022-12-07
1440,cuenta_ahorro,2023-02-14
1440,tarjeta_credito,2020-10-22
1441,cuenta_nomina,2023-01-16
1441,cuenta_ahorro,2024-05-13
1441,tarjeta_credito,2024-09-19
1441,prestamo_personal,2022-05-21
1441,seguro_vida,2023-04-19
1442,cuenta_nomina,2024-12-22
1442,tarjeta_credito,2024-10-04
1442,prestamo_personal,2023-10-29
1443,cuenta_nomina,2023-08-18
1443,cuenta_ahorro,2023-07-21
1443,tarjeta_credito,2023-11-09
1443,inversion,2024-06-21
1443,prestamo_personal,2024-02-24
1443,seguro_vida,2024-03-08
1444,tarjeta_credito,2024-11-10
1445,cuenta_nomina,2024-03-17
1445,cuenta_ahorro,2023-06-24
1446,cuenta_nomina,2021-09-28
1447,cuenta_nomina,2024-07-04
1447,tarjeta_credito,2024-03-11
1448,cuenta_nomina,2022-01-12
1449,cuenta_nomina,2022-08-25
1449,cuenta_ahorro,2024-08-20
1450,cuenta_nomina,2023-02-21
1450,cuenta_ahorro,2023-03-26
1451,cuenta_nomina,2024-07-14
1451,prestamo_personal,2023-05-31
1452,cuenta_nomina,2022-09-27
1452,cuenta_ahorro,2023-09-03
1452,prestamo_personal,2024-02-01
1453,cuenta_nomina,2022-09-07
1453,cuenta_ahorro,2024-10-12
1454,cuenta_nomina,2023-07-09
1455,cuenta_nomina,2024-10-24
1455,cuenta_ahorro,2022-12-09
1455,prestamo_personal,2024-08-02
1456,cuenta_nomina,2024-02-01
1456,cuenta_ahorro,2023-03-13
1456,tarjeta_credito,2023-06-12
1456,prestamo_personal,2024-07-08
1456,seguro_vida,2022-09-30
1457,cuenta_nomina,2021-09-10
1457,prestamo_personal,2024-12-20
1458,cuenta_nomina,2024-12-12
1458,tarjeta_credito,2024-11-28
1459,cuenta_nomina,2023-12-20
1460,cuenta_nomina,2024-04-14
1461,cuenta_nomina,2023-01-21
1462,cuenta_nomina,2021-06-06
1462,cuenta_ahorro,2022-01-29
1462,seguro_vida,2023-02-14
1463,cuenta_nomina,2024-06-26
1463,cuenta_ahorro,2023-05-05
1463,tarjeta_credito,2023-12-08
1464,cuenta_nomina,2022-07-13
1465,cuenta_nomina,2024-10-17
1465,tarjeta_credito,2023-11-30
1466,cuenta_nomina,2023-10-06
1467,cuenta_nomina,2024-08-15
1467,prestamo_personal,2024-11-19
1468,cuenta_nomina,2024-09-15
1469,cuenta_nomina,2024-03-29
1470,cuenta_nomina,2024-05-10
1470,cuenta_ahorro,2024-07-17
1470,tarjeta_credito,2022-11-13
1471,cuenta_nomina,2022-01-31
1471,cuenta_ahorro,2024-09-30
1472,cuenta_nomina,2024-12-11
1472,cuenta_ahorro,2024-07-08
1472,tarjeta_credito,2024-07-18
1472,prestamo_personal,2024-03-13
1472,seguro_vida,2024-04-11
1473,cuenta_nomina,2024-05-13
1473,cuenta_ahorro,2023-10-21
1473,prestamo_personal,2022-08-31
1474,cuenta_nomina,2024-05-27
1474,tarjeta_credito,2023-10-17
1475,cuenta_nomina,2024-05-22
1475,cuenta_ahorro,2023-11-09
1475,tarjeta_credito,2024-09-08
1475,inversion,2024-05-11
1475,prestamo_personal,2024-04-02
1475,seguro_vida,2024-05-16
1476,cuenta_nomina,2024-02-03
1476,cuenta_ahorro,2024-05-06
1476,tarjeta_credito,2024-04-22
1476,inversion,2024-05-18
1476,prestamo_personal,2024-05-25
1476,seguro_vida,2023-12-19
1477,cuenta_nomina,2022-06-21
1477,cuenta_ahorro,2023-03-24
1477,tarjeta_credito,2023-10-12
1477,prestamo_personal,2024-09-26
1478,cuenta_ahorro,2024-11-28
1478,tarjeta_credito,2024-12-01
1479,cuenta_nomina,2021-09-05
1479,cuenta_ahorro,2023-11-22
1480,cuenta_nomina,2023-04-04
1480,cuenta_ahorro,2023-12-29
1480,tarjeta_credito,2022-12-21
1480,inversion,2024-07-17
1480,prestamo_personal,2024-12-18
1480,seguro_vida,2023-05-26
1481,cuenta_ahorro,2024-05-08
1481,prestamo_personal,2024-07-18
1482,cuenta_nomina,2024-08-01
1483,cuenta_nomina,2024-12-09
1483,cuenta_ahorro,2024-12-21
1484,cuenta_nomina,2024-08-09
1484,cuenta_ahorro,2023-06-22
1484,tarjeta_credito,2022-11-01
1484,prestamo_personal,2021-09-17
1485,cuenta_nomina,2024-08-13
1485,prestamo_personal,2024-06-23
1486,cuenta_nomina,2022-07-14
1486,cuenta_ahorro,2024-04-03
1487,cuenta_nomina,2022-06-08
1487,cuenta_ahorro,2024-08-07
1487,tarjeta_credito,2023-06-07
1488,cuenta_nomina,2024-01-20
1488,prestamo_personal,2024-04-23
1489,cuenta_nomina,2024-05-12
1489,cuenta_ahorro,2024-04-15
1489,tarjeta_credito,2022-06-13
1489,inversion,2023-03-16
1490,cuenta_nomina,2023-07-21
1490,seguro_vida,2024-10-30
1491,cuenta_nomina,2024-02-09
1491,cuenta_ahorro,2024-06-16
1491,tarjeta_credito,2023-12-29
1491,inversion,2024-07-14
1491,seguro_vida,2024-02-21
1492,cuenta_nomina,2023-08-14
1492,cuenta_ahorro,2024-12-01
1492,prestamo_personal,2021-06-12
1493,cuenta_nomina,2024-06-10
1493,cuenta_ahorro,2023-09-29
1493,tarjeta_credito,2023-12-15
1493,seguro_vida,2023-01-09
1494,cuenta_nomina,2023-10-02
1494,cuenta_ahorro,2024-01-30
1494,tarjeta_credito,2024-05-19
1494,inversion,2024-02-21
1494,prestamo_personal,2024-11-10
1494,seguro_vida,2024-08-08
1495,cuenta_nomina,2024-06-13
1495,prestamo_personal,2024-07-26
1498,cuenta_nomina,2024-10-11
1498,tarjeta_credito,2024-11-05
1498,prestamo_personal,2024-11-16
1498,seguro_vida,2024-10-13
1499,cuenta_nomina,2021-03-14
1499,cuenta_ahorro,2023-02-18
1500,cuenta_nomina,2024-02-15
1502,cuenta_nomina,2024-02-10
1502,prestamo_personal,2022-02-07
1503,cuenta_nomina,2024-06-08
1503,cuenta_ahorro,2021-03-18
1503,tarjeta_credito,2021-01-02
1503,seguro_vida,2023-06-03
1504,cuenta_nomina,2023-07-14
1505,cuenta_nomina,2024-02-08
1506,cuenta_nomina,2024-10-09
1507,cuenta_nomina,2024-07-01
1508,cuenta_nomina,2024-12-16
1508,cuenta_ahorro,2024-12-28
1508,tarjeta_credito,2024-12-21
1508,seguro_vida,2024-12-18
1509,cuenta_nomina,2023-11-26
1509,cuenta_ahorro,2024-06-27
1509,tarjeta_credito,2024-08-15
1509,prestamo_personal,2024-08-11
1510,cuenta_nomina,2022-04-23
1511,cuenta_nomina,2024-12-11
1512,prestamo_personal,2024-09-25
1513,cuenta_nomina,2024-07-16
1514,cuenta_nomina,2024-10-23
1514,cuenta_ahorro,2024-10-09
1514,inversion,2024-12-13
1514,seguro_vida,2024-08-22
1515,cuenta_nomina,2024-04-02
1515,cuenta_ahorro,2024-02-16
1515,tarjeta_credito,2024-08-16
1515,prestamo_personal,2024-12-09
1516,cuenta_nomina,2024-11-21
1516,tarjeta_credito,2024-11-19
1517,cuenta_nomina,2023-11-08
1517,cuenta_ahorro,2023-02-25
1518,cuenta_nomina,2024-11-13
1518,cuenta_ahorro,2024-11-03
1519,cuenta_nomina,2024-09-25
1519,cuenta_ahorro,2024-09-05
1519,tarjeta_credito,2024-11-17
1520,cuenta_nomina,2024-10-31
1521,cuenta_nomina,2022-02-13
1522,cuenta_nomina,2024-06-03
1522,tarjeta_credito,2024-06-09
1522,prestamo_personal,2024-11-12
1523,cuenta_nomina,2023-03-03
1523,cuenta_ahorro,2024-12-11
1523,seguro_vida,2024-01-20
1524,cuenta_nomina,2024-04-02
1524,cuenta_ahorro,2024-04-03
1525,tarjeta_credito,2024-09-20
1525,inversion,2024-08-05
1525,seguro_vida,2024-07-05
1526,cuenta_nomina,2022-01-02
1526,cuenta_ahorro,2024-11-29
1526,tarjeta_credito,2021-10-08
1527,cuenta_nomina,2024-04-24
1527,cuenta_ahorro,2023-12-31
1527,tarjeta_credito,2024-04-14
1527,inversion,2023-03-27
1527,prestamo_personal,2023-07-13
1527,seguro_vida,2024-11-19
1528,prestamo_personal,2024-12-11
1529,cuenta_nomina,2024-10-18
1529,tarjeta_credito,2024-08-19
1529,prestamo_personal,2024-09-08
1530,cuenta_nomina,2024-03-29
1530,cuenta_ahorro,2024-08-11
1530,tarjeta_credito,2023-07-31
1530,prestamo_personal,2023-08-08
1531,cuenta_nomina,2023-06-12
1531,cuenta_ahorro,2022-12-22
1531,tarjeta_credito,2022-10-12
1532,cuenta_nomina,2021-12-04
1533,cuenta_nomina,2022-11-16
1533,prestamo_personal,2024-10-18
1534,cuenta_nomina,2024-01-08
1534,cuenta_ahorro,2022-04-27
1534,tarjeta_credito,2021-07-25
1535,cuenta_nomina,2022-12-22
1535,tarjeta_credito,2022-08-23
1535,prestamo_personal,2023-08-26
1536,cuenta_nomina,2021-12-16
1536,cuenta_ahorro,2022-02-09
1537,cuenta_nomina,2020-11-21
1538,cuenta_nomina,2024-12-29
1538,cuenta_ahorro,2024-12-30
1538,tarjeta_credito,2024-12-26
1538,prestamo_personal,2024-12-29
1538,seguro_vida,2024-12-21
1539,cuenta_nomina,2024-11-29
1539,cuenta_ahorro,2023-08-25
1539,tarjeta_credito,2024-09-21
1540,cuenta_nomina,2023-05-06
1540,tarjeta_credito,2023-05-26
1541,cuenta_nomina,2022-05-07
1541,cuenta_ahorro,2022-06-09
1541,tarjeta_credito,2024-03-24
1541,prestamo_personal,2022-12-03
1542,cuenta_nomina,2024-03-17
1542,cuenta_ahorro,2024-12-11
1542,tarjeta_credito,2024-08-17
1543,cuenta_nomina,2023-10-30
1543,prestamo_personal,2023-07-22
1544,cuenta_nomina,2024-12-14
1544,prestamo_personal,2024-11-27
1545,cuenta_nomina,2023-11-09
1545,cuenta_ahorro,2024-01-06
1545,tarjeta_credito,2024-07-27
1545,inversion,2024-10-18
1545,prestamo_personal,2023-12-26
1545,seguro_vida,2023-07-30
1546,cuenta_nomina,2024-11-29
1546,cuenta_ahorro,2024-09-15
1546,tarjeta_credito,2024-04-07
1546,inversion,2024-10-20
1546,prestamo_personal,2024-01-21
1546,seguro_vida,2024-07-04
1547,cuenta_nomina,2024-11-30
1547,cuenta_ahorro,2022-06-19
1547,prestamo_personal,2023-04-22
1548,cuenta_nomina,2024-03-30
1548,tarjeta_credito,2024-05-28
1549,cuenta_nomina,2021-12-09
1549,cuenta_ahorro,2021-09-18
1550,cuenta_ahorro,2024-08-14
1550,prestamo_personal,2024-06-09
1551,cuenta_nomina,2024-12-05
1552,cuenta_nomina,2023-12-27
1553,cuenta_nomina,2024-04-18
1553,cuenta_ahorro,2024-05-26
1553,tarjeta_credito,2023-07-24
1553,inversion,2023-07-18
1553,prestamo_personal,2024-11-03
1553,seguro_vida,2024-01-07
1554,cuenta_nomina,2024-05-25
1554,cuenta_ahorro,2022-11-10
1554,tarjeta_credito,2023-05-16
1555,cuenta_nomina,2024-10-01
1556,tarjeta_credito,2024-12-28
1557,cuenta_nomina,2024-05-04
1557,cuenta_ahorro,2023-10-30
1557,tarjeta_credito,2023-05-01
1557,inversion,2024-12-26
1557,prestamo_personal,2023-01-22
1557,seguro_vida,2024-01-07
1558,cuenta_nomina,2024-05-19
1559,cuenta_nomina,2023-12-19
1559,cuenta_ahorro,2020-08-08
1559,tarjeta_credito,2020-03-04
1560,cuenta_nomina,2024-11-02
1560,cuenta_ahorro,2024-09-17
1561,cuenta_nomina,2024-03-01
1562,cuenta_nomina,2024-12-26
1562,tarjeta_credito,2024-12-08
1563,cuenta_nomina,2023-12-20
1564,cuenta_nomina,2024-06-20
1565,cuenta_nomina,2024-06-28
1566,cuenta_nomina,2023-06-19
1566,cuenta_ahorro,2023-01-07
1566,tarjeta_credito,2024-05-16
1566,inversion,2024-07-31
1566,prestamo_personal,2024-04-03
1566,seguro_vida,2024-11-16
1567,cuenta_nomina,2024-06-15
1567,cuenta_ahorro,2024-08-08
1567,tarjeta_credito,2024-11-11
1567,prestamo_personal,2023-12-30
1567,seguro_vida,2023-02-03
1568,cuenta_nomina,2023-07-25
1568,cuenta_ahorro,2024-09-01
1568,tarjeta_credito,2024-04-11
1569,cuenta_nomina,2023-04-06
1570,cuenta_nomina,2023-11-15
1570,tarjeta_credito,2021-12-17
1571,cuenta_nomina,2023-06-02
1572,cuenta_nomina,2023-07-01
1572,cuenta_ahorro,2024-11-06
1573,cuenta_nomina,2024-10-28
1573,cuenta_ahorro,2024-10-30
1573,tarjeta_credito,2024-12-09
1573,inversion,2024-11-20
1573,seguro_vida,2024-10-29
1574,cuenta_nomina,2020-03-22
1575,cuenta_nomina,2023-09-27
1575,cuenta_ahorro,2023-11-27
1575,tarjeta_credito,2023-12-27
1575,prestamo_personal,2024-03-25
1575,seguro_vida,2023-12-08
1576,cuenta_nomina,2024-12-26
1576,cuenta_ahorro,2023-11-14
1576,inversion,2023-05-26
1577,cuenta_nomina,2024-04-18
1577,cuenta_ahorro,2020-12-18
1577,tarjeta_credito,2024-11-14
1577,prestamo_personal,2023-08-17
1578,cuenta_nomina,2023-10-26
1578,cuenta_ahorro,2023-09-04
1578,tarjeta_credito,2023-08-24
1578,inversion,2022-08-10
1578,seguro_vida,2023-05-11
1579,cuenta_nomina,2023-08-24
1579,cuenta_ahorro,2023-09-01
1579,tarjeta_credito,2024-07-25
1579,inversion,2024-06-04
1579,prestamo_personal,2023-10-06
1579,seguro_vida,2023-02-17
1580,cuenta_nomina,2024-09-06
1581,cuenta_nomina,2024-05-15
1581,cuenta_ahorro,2024-12-28
1581,tarjeta_credito,2024-05-06
1581,prestamo_personal,2024-06-09
1581,seguro_vida,2024-02-05
1582,cuenta_nomina,2023-12-04
1583,cuenta_nomina,2022-11-25
1583,cuenta_ahorro,2023-05-27
1583,tarjeta_credito,2024-06-01
1583,inversion,2022-11-15
1583,prestamo_personal,2024-01-07
1583,seguro_vida,2023-03-10
1584,cuenta_nomina,2022-10-16
1584,prestamo_personal,2021-02-17
1585,cuenta_nomina,2024-12-12
1585,seguro_vida,2024-12-12
1586,cuenta_nomina,2024-03-31
1586,prestamo_personal,2023-08-26
1587,cuenta_nomina,2024-03-12
1587,cuenta_ahorro,2024-06-04
1587,tarjeta_credito,2023-11-26
1588,cuenta_nomina,2024-07-14
1588,cuenta_ahorro,2024-04-24
1589,cuenta_nomina,2020-07-02
1589,cuenta_ahorro,2022-01-05
1589,tarjeta_credito,2021-11-30
1590,cuenta_nomina,2024-06-22
1591,cuenta_nomina,2024-03-16
1592,cuenta_nomina,2024-10-08
1592,seguro_vida,2024-06-30
1593,cuenta_nomina,2024-12-31
1594,cuenta_nomina,2024-11-17
1594,tarjeta_credito,2024-05-25
1595,cuenta_nomina,2022-09-11
1596,cuenta_nomina,2023-03-27
1596,cuenta_ahorro,2023-10-01
1596,tarjeta_credito,2022-06-13
1596,inversion,2022-11-13
1596,prestamo_personal,2024-10-12
1596,seguro_vida,2023-01-01
1597,cuenta_nomina,2024-11-06
1597,cuenta_ahorro,2024-09-02
1598,cuenta_nomina,2024-03-14
1598,cuenta_ahorro,2023-02-05
1598,tarjeta_credito,2024-07-30
1598,inversion,2024-11-30
1598,prestamo_personal,2024-05-12
1598,seguro_vida,2023-08-31
1599,cuenta_nomina,2021-03-04
1600,cuenta_nomina,2024-10-08
1600,tarjeta_credito,2024-10-30
1601,cuenta_nomina,2022-01-31
1601,cuenta_ahorro,2024-05-04
1601,prestamo_personal,2021-12-13
1602,cuenta_nomina,2021-11-19
1602,tarjeta_credito,2021-09-27
1603,cuenta_ahorro,2024-12-17
1604,cuenta_nomina,2023-06-25
1604,cuenta_ahorro,2024-01-14
1604,tarjeta_credito,2021-07-17
1604,prestamo_personal,2024-03-24
1605,cuenta_nomina,2023-10-11
1605,cuenta_ahorro,2024-06-01
1605,tarjeta_credito,2022-02-17
1606,cuenta_nomina,2023-06-22
1606,cuenta_ahorro,2020-04-22
1607,cuenta_nomina,2023-12-01
1607,cuenta_ahorro,2024-01-16
1607,tarjeta_credito,2022-04-12
1608,cuenta_nomina,2022-12-01
1608,prestamo_personal,2023-11-03
1609,cuenta_nomina,2023-07-19
1609,cuenta_ahorro,2024-09-23
1609,tarjeta_credito,2024-03-17
1609,inversion,2023-06-12
1609,prestamo_personal,2024-05-20
1609,seguro_vida,2024-08-29
1610,cuenta_nomina,2023-12-20
1610,cuenta_ahorro,2023-09-24
1610,tarjeta_credito,2024-01-27
1610,prestamo_personal,2024-08-13
1610,seguro_vida,2024-09-12
1611,cuenta_nomina,2023-11-11
1611,cuenta_ahorro,2023-12-10
1611,tarjeta_credito,2024-01-29
1612,cuenta_nomina,2022-04-02
1612,cuenta_ahorro,2023-11-30
1612,prestamo_personal,2023-03-27
1613,cuenta_nomina,2024-03-09
1613,tarjeta_credito,2024-02-06
1613,inversion,2024-08-29
1613,prestamo_personal,2024-02-20
1614,cuenta_nomina,2024-12-24
1614,cuenta_ahorro,2024-07-01
1614,tarjeta_credito,2024-07-21
1614,inversion,2024-04-07
1615,cuenta_nomina,2023-12-06
1615,cuenta_ahorro,2022-09-29
1616,cuenta_nomina,2021-06-27
1616,cuenta_ahorro,2022-11-17
1616,tarjeta_credito,2023-02-25
1617,cuenta_nomina,2020-08-24
1617,tarjeta_credito,2021-04-09
1617,prestamo_personal,2021-06-27
1618,cuenta_nomina,2023-07-27
1619,cuenta_nomina,2022-05-20
1620,cuenta_nomina,2022-01-21
1621,cuenta_nomina,2024-09-13
1621,tarjeta_credito,2024-09-16
1622,cuenta_nomina,2024-10-14
1622,tarjeta_credito,2021-07-07
1622,prestamo_personal,2023-01-02
1623,cuenta_nomina,2023-01-18
1623,cuenta_ahorro,2024-06-02
1623,tarjeta_credito,2024-05-29
1623,inversion,2024-12-26
1623,prestamo_personal,2023-03-03
1623,seguro_vida,2022-08-24
1624,cuenta_nomina,2021-07-28
1624,tarjeta_credito,2023-02-07
1625,cuenta_nomina,2022-03-01
1625,tarjeta_credito,2022-12-01
1625,prestamo_personal,2022-09-06
1626,cuenta_nomina,2023-12-07
1626,cuenta_ahorro,2023-12-19
1627,cuenta_nomina,2024-06-18
1627,cuenta_ahorro,2023-07-21
1627,tarjeta_credito,2024-05-25
1627,inversion,2024-07-09
1627,prestamo_personal,2023-05-28
1627,seguro_vida,2023-05-09
1628,cuenta_nomina,2021-01-11
1628,tarjeta_credito,2021-06-19
1629,cuenta_nomina,2023-11-03
1630,cuenta_nomina,2024-12-24
1630,cuenta_ahorro,2024-08-30
1631,cuenta_nomina,2024-02-06
1631,tarjeta_credito,2024-03-08
1631,inversion,2024-03-25
1631,prestamo_personal,2024-12-20
1632,cuenta_nomina,2024-05-31
1632,tarjeta_credito,2023-04-07
1633,cuenta_nomina,2021-07-24
1633,cuenta_ahorro,2022-02-01
1634,cuenta_nomina,2024-10-19
1634,cuenta_ahorro,2023-03-16
1634,tarjeta_credito,2023-02-27
1634,inversion,2024-04-30
1634,seguro_vida,2022-11-11
1635,cuenta_nomina,2024-07-12
1635,cuenta_ahorro,2024-11-28
1636,cuenta_nomina,2023-07-03
1636,cuenta_ahorro,2024-04-05
1636,tarjeta_credito,2024-11-09
1636,inversion,2023-08-26
1636,seguro_vida,2023-06-21
1637,cuenta_nomina,2024-02-13
1637,cuenta_ahorro,2024-07-25
1638,cuenta_ahorro,2024-08-27
1639,cuenta_nomina,2024-11-03
1640,tarjeta_credito,2024-09-07
1640,prestamo_personal,2024-05-04
1641,cuenta_nomina,2023-09-16
1641,seguro_vida,2022-03-30
1642,cuenta_nomina,2024-11-21
1642,cuenta_ahorro,2024-05-01
1642,tarjeta_credito,2024-12-09
1642,prestamo_personal,2024-05-10
1642,seguro_vida,2024-08-28
1643,cuenta_nomina,2024-05-18
1643,tarjeta_credito,2023-07-30
1644,cuenta_nomina,2023-07-29
1645,cuenta_nomina,2024-05-14
1645,cuenta_ahorro,2024-02-17
1646,cuenta_nomina,2024-04-29
1646,cuenta_ahorro,2023-09-16
1647,cuenta_nomina,2024-08-28
1647,cuenta_ahorro,2021-08-19
1648,cuenta_nomina,2023-12-19
1648,cuenta_ahorro,2024-02-18
1649,cuenta_nomina,2020-11-25
1649,cuenta_ahorro,2022-08-26
1650,cuenta_nomina,2024-05-03
1650,cuenta_ahorro,2023-02-06
1650,tarjeta_credito,2024-07-27
1650,inversion,2024-08-08
1650,prestamo_personal,2024-01-27
1650,seguro_vida,2022-12-18
1651,cuenta_nomina,2024-05-15
1651,tarjeta_credito,2022-05-23
1651,seguro_vida,2024-08-26
1652,cuenta_nomina,2024-04-07
1652,prestamo_personal,2023-06-10
1653,cuenta_nomina,2023-11-19
1653,cuenta_ahorro,2021-12-13
1653,tarjeta_credito,2021-01-02
1653,prestamo_personal,2022-10-04
1654,cuenta_nomina,2021-11-01
1654,tarjeta_credito,2023-11-02
1654,prestamo_personal,2024-04-26
1655,cuenta_nomina,2022-03-18
1656,cuenta_nomina,2023-07-03
1656,cuenta_ahorro,2024-02-06
1657,cuenta_nomina,2023-07-16
1657,cuenta_ahorro,2023-12-17
1657,tarjeta_credito,2024-09-20
1657,prestamo_personal,2024-12-03
1657,seguro_vida,2022-08-31
1658,cuenta_nomina,2024-04-10
1658,cuenta_ahorro,2023-01-03
1658,prestamo_personal,2021-09-19
1659,cuenta_nomina,2022-08-19
1659,cuenta_ahorro,2023-06-30
1659,tarjeta_credito,2024-01-04
1659,inversion,2022-06-27
1659,prestamo_personal,2024-04-07
1659,seguro_vida,2024-01-05
1660,cuenta_nomina,2023-10-30
1660,tarjeta_credito,2023-03-25
1661,tarjeta_credito,2024-09-18
1662,cuenta_nomina,2020-11-07
1662,tarjeta_credito,2023-06-01
1662,prestamo_personal,2024-07-15
1663,cuenta_nomina,2020-04-18
1663,tarjeta_credito,2022-02-08
1664,cuenta_nomina,2022-09-11
1664,tarjeta_credito,2024-04-24
1665,cuenta_nomina,2021-02-20
1665,tarjeta_credito,2024-03-05
1666,cuenta_nomina,2022-11-02
1666,cuenta_ahorro,2022-07-04
1666,tarjeta_credito,2024-07-31
1667,tarjeta_credito,2024-06-05
1668,cuenta_nomina,2024-08-20
1668,cuenta_ahorro,2024-11-03
1668,tarjeta_credito,2024-10-03
1668,inversion,2024-10-23
1669,cuenta_nomina,2024-10-22
1669,prestamo_personal,2024-11-18
1670,cuenta_nomina,2024-09-29
1670,cuenta_ahorro,2024-04-09
1670,tarjeta_credito,2021-03-03
1671,cuenta_nomina,2024-05-04
1672,cuenta_nomina,2024-12-18
1672,inversion,2024-11-04
1673,cuenta_nomina,2021-12-04
1674,cuenta_nomina,2022-11-22
1674,tarjeta_credito,2022-11-24
1674,seguro_vida,2024-11-09
1675,cuenta_nomina,2022-03-30
1675,prestamo_personal,2024-06-21
1676,cuenta_nomina,2022-12-01
1676,cuenta_ahorro,2022-07-29
1677,cuenta_nomina,2024-09-25
1677,cuenta_ahorro,2024-01-14
1678,cuenta_nomina,2022-09-17
1678,cuenta_ahorro,2024-09-13
1678,prestamo_personal,2024-05-27
1679,cuenta_nomina,2020-11-05
1679,prestamo_personal,2024-09-26
1680,cuenta_nomina,2023-08-24
1680,seguro_vida,2022-02-04
1681,cuenta_nomina,2024-11-05
1682,cuenta_nomina,2023-05-06
1683,cuenta_nomina,2024-09-19
1684,cuenta_nomina,2022-06-08
1684,cuenta_ahorro,2023-03-20
1684,tarjeta_credito,2024-10-09
1685,cuenta_nomina,2024-10-01
1685,cuenta_ahorro,2024-08-12
1685,tarjeta_credito,2024-09-21
1685,inversion,2024-10-22
1685,prestamo_personal,2024-12-19
1686,cuenta_nomina,2024-12-12
1686,cuenta_ahorro,2024-07-05
1686,tarjeta_credito,2023-11-19
1686,inversion,2024-10-31
1686,prestamo_personal,2024-04-03
1686,seguro_vida,2024-12-22
1687,cuenta_nomina,2023-11-21
1687,tarjeta_credito,2022-05-03
1688,cuenta_nomina,2022-08-15
1688,cuenta_ahorro,2022-12-21
1689,cuenta_nomina,2024-10-07
1689,tarjeta_credito,2022-03-25
1690,cuenta_nomina,2023-01-11
1690,cuenta_ahorro,2021-09-13
1690,tarjeta_credito,2023-08-14
1690,prestamo_personal,2023-04-05
1691,inversion,2024-09-05
1691,prestamo_personal,2024-10-14
1691,seguro_vida,2024-05-09
1692,cuenta_nomina,2021-09-19
1692,tarjeta_credito,2023-09-11
1693,cuenta_nomina,2024-08-05
1693,cuenta_ahorro,2024-07-10
1693,tarjeta_credito,2023-11-09
1693,inversion,2024-07-13
1693,prestamo_personal,2024-08-20
1693,seguro_vida,2024-09-07
1694,cuenta_nomina,2024-11-26
1694,cuenta_ahorro,2024-12-04
1694,prestamo_personal,2024-10-29
1695,cuenta_nomina,2024-08-25
1695,cuenta_ahorro,2024-06-27
1695,inversion,2024-02-17
1695,prestamo_personal,2024-09-28
1695,seguro_vida,2024-05-26
1696,cuenta_nomina,2023-03-12
1696,tarjeta_credito,2022-07-10
1697,cuenta_nomina,2023-09-20
1697,cuenta_ahorro,2024-01-06
1697,tarjeta_credito,2023-10-24
1698,cuenta_nomina,2024-12-23
1698,prestamo_personal,2024-12-04
1699,cuenta_nomina,2024-08-28
1699,cuenta_ahorro,2024-12-29
1699,tarjeta_credito,2024-06-28
1699,inversion,2024-11-19
1700,cuenta_nomina,2022-08-04
1700,tarjeta_credito,2021-10-29
1700,prestamo_personal,2023-08-10
1701,cuenta_nomina,2023-10-12
1701,cuenta_ahorro,2024-07-30
1702,cuenta_nomina,2022-08-11
1702,tarjeta_credito,2023-03-02
1703,cuenta_nomina,2024-12-10
1703,cuenta_ahorro,2024-12-31
1703,inversion,2024-11-14
1704,tarjeta_credito,2024-03-27
1705,cuenta_nomina,2024-10-10
1705,seguro_vida,2024-12-26
1706,cuenta_nomina,2023-12-17
1706,cuenta_ahorro,2024-02-23
1706,tarjeta_credito,2023-12-03
1706,inversion,2023-07-08
1706,prestamo_personal,2024-12-28
1706,seguro_vida,2024-09-14
1707,cuenta_nomina,2024-10-09
1707,tarjeta_credito,2024-11-01
1707,inversion,2024-09-23
1707,prestamo_personal,2024-12-26
1707,seguro_vida,2024-10-14
1708,cuenta_nomina,2024-10-21
1709,cuenta_nomina,2021-02-18
1709,inversion,2021-07-19
1710,cuenta_nomina,2023-03-22
1710,tarjeta_credito,2022-01-27
1711,cuenta_nomina,2024-10-05
1711,cuenta_ahorro,2023-08-04
1712,cuenta_nomina,2024-08-09
1712,cuenta_ahorro,2024-07-01
1712,tarjeta_credito,2024-09-04
1712,seguro_vida,2024-09-10
1713,cuenta_nomina,2020-12-09
1713,cuenta_ahorro,2023-08-05
1713,tarjeta_credito,2023-07-18
1713,prestamo_personal,2021-11-30
1714,cuenta_nomina,2024-12-18
1714,cuenta_ahorro,2024-12-22
1714,inversion,2024-12-26
1715,cuenta_nomina,2021-08-31
1715,prestamo_personal,2024-04-11
1716,cuenta_nomina,2024-10-30
1716,prestamo_personal,2024-08-04
1716,seguro_vida,2024-12-04
1717,cuenta_nomina,2024-03-31
1717,cuenta_ahorro,2023-02-12
1717,inversion,2024-04-29
1717,prestamo_personal,2023-11-20
1718,cuenta_nomina,2023-12-08
1718,cuenta_ahorro,2024-01-20
1718,tarjeta_credito,2023-09-13
1718,prestamo_personal,2024-06-12
1719,cuenta_nomina,2021-04-03
1719,cuenta_ahorro,2024-03-15
1720,cuenta_nomina,2024-04-27
1720,tarjeta_credito,2024-05-31
1720,prestamo_personal,2024-07-27
1721,cuenta_nomina,2023-03-21
