cliente_id,edad,genero,ubicacion,antiguedad_dias,segmento,ingreso_mensual
614,37,F,821.0,1763,Masivo,13600.0
615,20,M,334.0,222,Alto,41400.0
616,64,M,1656.0,1151,Masivo,14400.0
617,76,F,1040.0,477,Masivo,10500.0
618,65,M,779.0,1600,Masivo,14400.0
619,30,F,1493.0,1791,Masivo,8300.0
620,52,M,1708.0,1013,Masivo,14400.0
621,41,M,1469.0,1348,Masivo,10400.0
622,76,F,174.0,559,Masivo,12700.0
623,28,M,659.0,26,Alto,59300.0
624,70,F,1479.0,348,Masivo,11200.0
625,79,M,579.0,854,Masivo,9300.0
626,65,M,1385.0,1793,Masivo,9200.0
627,69,M,1286.0,214,Masivo,10700.0
628,79,M,1672.0,1491,Masivo,6000.0
629,66,M,1473.0,441,Masivo,11300.0
630,73,M,1315.0,1456,Masivo,6000.0
631,61,M,1713.0,653,Masivo,15500.0
632,79,M,1160.0,555,Masivo,12400.0
633,53,F,865.0,602,Masivo,6000.0
634,68,M,618.0,1387,Masivo,7700.0
635,34,M,233.0,1801,Masivo,10300.0
636,47,F,1813.0,819,Masivo,14600.0
637,65,F,183.0,1065,Masivo,11800.0
638,55,F,1581.0,1,Masivo,10200.0
639,58,F,584.0,456,Masivo,8500.0
640,24,F,1325.0,602,Premium,96700.0
641,48,F,520.0,1177,Masivo,10600.0
642,74,M,727.0,1713,Masivo,12400.0
643,38,F,850.0,1682,Masivo,11200.0
644,32,M,594.0,485,Alto,36100.0
645,58,M,1108.0,1137,Masivo,13500.0
646,76,F,105.0,202,Masivo,11500.0
647,59,F,1290.0,910,Masivo,14100.0
648,26,F,1564.0,771,Premium,84700.0
649,20,M,1538.0,1629,Masivo,12200.0
650,49,M,1105.0,268,Masivo,9800.0
651,33,F,986.0,1381,Masivo,12500.0
652,26,M,1303.0,1432,Masivo,8900.0
653,41,F,1820.0,277,Medio,34200.0
654,65,M,1658.0,1054,Masivo,9800.0
655,52,M,1824.0,1475,Masivo,18600.0
656,65,F,23.0,360,Medio,18100.0
657,74,M,1142.0,1636,Masivo,13700.0
658,24,F,1692.0,933,Premium,32200.0
659,57,M,833.0,1217,Masivo,11500.0
660,78,F,914.0,1443,Masivo,13300.0
661,62,M,1503.0,1499,Masivo,6900.0
662,46,F,325.0,1416,Masivo,9600.0
663,33,M,1652.0,1464,Masivo,11900.0
664,24,F,1458.0,837,Alto,47800.0
665,41,F,1603.0,75,Masivo,11700.0
666,80,F,1258.0,1587,Masivo,11500.0
667,21,M,125.0,911,Alto,45500.0
668,30,M,124.0,1059,Premium,79000.0
669,78,F,201.0,369,Masivo,12600.0
670,47,M,109.0,1760,Masivo,9700.0
671,31,M,68.0,1093,Alto,62300.0
672,56,F,1403.0,343,Masivo,18700.0
673,21,M,1440.0,1133,Masivo,8200.0
674,33,F,359.0,836,Alto,36300.0
675,68,F,1304.0,1661,Masivo,18200.0
676,22,F,435.0,509,Premium,61600.0
677,53,F,104.0,1238,Masivo,17900.0
678,31,M,520.0,1308,Masivo,15400.0
679,32,F,613.0,164,Premium,85200.0
680,27,F,1709.0,1583,Masivo,8900.0
681,56,F,,1685,Masivo,13000.0
682,72,M,1208.0,1044,Masivo,16900.0
683,26,M,1018.0,1548,Masivo,9300.0
684,69,F,582.0,1023,Masivo,12100.0
685,60,M,1252.0,1126,Masivo,20000.0
686,26,M,,715,Premium,99100.0
687,68,M,1489.0,1715,Masivo,11700.0
688,55,M,1711.0,1775,Masivo,14900.0
689,29,F,365.0,163,Alto,56700.0
690,26,F,147.0,1599,Masivo,11400.0
691,51,F,443.0,837,Masivo,19000.0
692,22,F,720.0,1138,Masivo,12600.0
693,67,M,1373.0,1750,Masivo,14900.0
694,55,M,126.0,277,Masivo,15300.0
695,50,F,1688.0,1571,Masivo,14900.0
696,57,M,647.0,579,Masivo,13500.0
697,68,F,25.0,1573,Masivo,10100.0
698,60,F,188.0,1152,Masivo,13300.0
699,47,F,257.0,1700,Masivo,10100.0
700,19,M,802.0,942,Alto,48100.0
701,48,F,1382.0,1099,Masivo,9600.0
702,45,F,1709.0,1314,Masivo,11100.0
703,49,M,83.0,1147,Masivo,13200.0
704,46,M,162.0,1770,Masivo,14400.0
705,23,M,1382.0,1212,Masivo,13300.0
706,27,F,508.0,1314,Masivo,9700.0
707,35,M,904.0,1239,Masivo,11500.0
708,55,F,733.0,1255,Masivo,14100.0
709,38,M,321.0,913,Masivo,12200.0
710,56,F,1077.0,1811,Masivo,12100.0
711,47,F,726.0,31,Medio,9900.0
712,45,F,1480.0,1590,Masivo,12600.0
713,62,M,160.0,1038,Masivo,7300.0
714,59,M,847.0,1046,Masivo,11300.0
715,67,F,260.0,1229,Masivo,12700.0
716,73,M,1314.0,850,Masivo,13300.0
717,46,F,1663.0,1099,Masivo,10000.0
718,44,M,1265.0,1018,Masivo,7400.0
719,47,F,1810.0,1120,Masivo,14700.0
720,64,F,1800.0,390,Masivo,12600.0
721,45,M,889.0,1181,Masivo,12600.0
722,34,F,1476.0,612,Premium,58900.0
723,27,F,1107.0,177,Alto,46800.0
724,48,M,471.0,218,Medio,27300.0
725,71,F,1753.0,632,Masivo,9500.0
726,45,M,235.0,1037,Masivo,13200.0
727,65,M,1560.0,523,Masivo,12300.0
728,26,M,533.0,979,Premium,83900.0
729,55,F,913.0,1125,Masivo,6000.0
730,53,F,1379.0,1327,Masivo,11900.0
731,25,M,1792.0,227,Alto,57400.0
732,73,F,1552.0,649,Masivo,11000.0
733,66,F,1483.0,952,Masivo,15400.0
734,76,F,1773.0,162,Masivo,13700.0
735,79,F,274.0,1027,Masivo,15200.0
736,37,M,488.0,822,Masivo,7900.0
737,54,M,356.0,1557,Masivo,9400.0
738,27,M,118.0,54,Alto,30900.0
739,32,M,53.0,1610,Masivo,11300.0
740,40,F,111.0,614,Masivo,9000.0
741,41,F,1206.0,884,Masivo,11900.0
742,35,F,1212.0,858,Masivo,11200.0
743,69,F,119.0,1180,Masivo,9400.0
744,53,M,1819.0,1526,Masivo,9800.0
745,70,M,1723.0,175,Medio,23200.0
746,61,M,1525.0,665,Masivo,10300.0
747,19,F,519.0,756,Premium,115400.0
748,60,F,973.0,1671,Masivo,17500.0
749,35,F,307.0,457,Masivo,15800.0
750,35,F,1528.0,1480,Masivo,12500.0
751,37,M,1083.0,644,Masivo,12900.0
752,40,F,,1250,Masivo,13700.0
753,73,F,1103.0,1148,Masivo,9900.0
754,60,F,393.0,631,Masivo,11900.0
755,27,F,608.0,980,Alto,32400.0
756,80,M,362.0,1465,Masivo,10200.0
757,65,F,1418.0,507,Masivo,8700.0
758,42,F,1384.0,1092,Masivo,12700.0
759,39,M,1436.0,491,Masivo,15700.0
760,37,F,159.0,489,Masivo,9300.0
761,67,F,794.0,1777,Masivo,12000.0
762,56,M,248.0,1590,Masivo,14300.0
763,21,M,422.0,1762,Masivo,12000.0
764,66,F,453.0,1414,Masivo,7100.0
765,61,M,598.0,446,Masivo,18600.0
766,46,M,1758.0,3,Masivo,6300.0
767,49,M,1452.0,493,Masivo,10700.0
768,44,F,272.0,580,Masivo,13800.0
769,66,F,560.0,696,Masivo,7200.0
770,40,M,1043.0,311,Masivo,13400.0
771,36,M,1414.0,1284,Masivo,13600.0
772,55,M,1297.0,619,Masivo,14300.0
773,60,M,848.0,450,Masivo,11700.0
774,32,F,478.0,1376,Masivo,13200.0
775,56,M,1630.0,833,Masivo,16500.0
776,31,F,754.0,93,Alto,42800.0
777,31,M,74.0,1572,Masivo,13900.0
778,66,M,171.0,1752,Masivo,11400.0
779,38,F,872.0,322,Medio,22000.0
780,49,M,349.0,1475,Masivo,14300.0
781,29,F,1197.0,10,Premium,79900.0
782,52,F,327.0,1777,Masivo,13800.0
783,50,F,404.0,629,Masivo,6900.0
784,60,F,685.0,116,Masivo,10700.0
785,22,F,1106.0,324,Premium,89700.0
786,65,M,1217.0,1425,Masivo,14000.0
787,19,M,1016.0,1773,Masivo,10900.0
788,22,F,824.0,947,Alto,30400.0
789,54,M,403.0,1133,Masivo,14300.0
790,43,F,552.0,1669,Masivo,11100.0
791,44,M,132.0,791,Masivo,10900.0
792,43,M,221.0,553,Masivo,6000.0
793,38,M,112.0,615,Masivo,12300.0
794,78,M,271.0,421,Masivo,11100.0
795,71,M,1391.0,1304,Masivo,14700.0
796,41,M,1028.0,290,Medio,28700.0
797,72,F,1272.0,628,Masivo,10500.0
798,45,M,681.0,825,Masivo,11800.0
799,51,F,700.0,566,Masivo,16100.0
800,73,M,1639.0,1109,Masivo,9500.0
801,39,M,1539.0,384,Masivo,15700.0
802,67,F,1367.0,306,Medio,29100.0
803,50,F,1136.0,1435,Masivo,10200.0
804,51,M,1071.0,1764,Masivo,10900.0
805,75,F,504.0,1046,Masivo,16400.0
806,40,F,1595.0,1823,Masivo,6800.0
807,70,F,32.0,443,Masivo,12400.0
808,27,M,1504.0,10,Alto,27500.0
809,27,M,1584.0,436,Premium,83400.0
810,29,F,1215.0,1753,Masivo,8800.0
811,66,M,1105.0,489,Masivo,8400.0
812,22,M,1447.0,1222,Masivo,11500.0
813,67,F,407.0,1402,Masivo,14000.0
814,47,M,763.0,681,Masivo,13300.0
815,66,M,1165.0,582,Masivo,13300.0
816,61,F,175.0,109,Medio,28900.0
817,54,F,963.0,1498,Masivo,13400.0
818,57,F,369.0,851,Masivo,10400.0
819,80,F,1443.0,488,Masivo,13500.0
820,27,F,759.0,728,Premium,105000.0
821,48,F,889.0,993,Masivo,17500.0
822,37,F,525.0,1264,Masivo,12100.0
823,55,F,1507.0,659,Masivo,9000.0
824,50,F,1684.0,1119,Masivo,11200.0
825,47,M,1175.0,1538,Masivo,13100.0
826,21,F,519.0,1230,Masivo,14400.0
827,36,F,451.0,1650,Masivo,12200.0
828,73,M,331.0,1307,Masivo,10100.0
829,23,M,902.0,1121,Masivo,15000.0
830,50,F,888.0,1083,Masivo,11400.0
831,55,M,50.0,1513,Masivo,8700.0
832,68,M,559.0,1703,Masivo,15700.0
833,20,F,1165.0,1108,Masivo,15400.0
834,69,M,1427.0,128,Medio,32200.0
835,30,M,1053.0,1816,Masivo,10500.0
836,48,F,218.0,1598,Masivo,7000.0
837,79,F,17.0,322,Medio,23800.0
838,24,F,1498.0,1492,Masivo,9200.0
839,71,M,1755.0,1713,Masivo,7500.0
840,63,M,1369.0,208,Medio,21700.0
841,59,F,166.0,22,Masivo,8400.0
842,33,F,20.0,553,Alto,48400.0
843,46,F,596.0,1507,Masivo,8100.0
844,57,M,1158.0,1743,Masivo,14500.0
845,41,F,73.0,481,Masivo,14600.0
846,42,F,1083.0,508,Masivo,17300.0
847,39,M,1476.0,1089,Masivo,11600.0
848,21,F,1339.0,662,Premium,59900.0
849,59,M,1272.0,1814,Masivo,7700.0
850,39,M,1473.0,881,Masivo,16300.0
851,61,M,1031.0,817,Masivo,14100.0
852,34,M,1097.0,1261,Masivo,12200.0
853,60,F,928.0,1824,Masivo,13900.0
854,56,F,1819.0,54,Masivo,8600.0
855,39,F,1365.0,1151,Masivo,13100.0
856,60,F,379.0,73,Masivo,12900.0
857,40,F,860.0,1809,Masivo,17900.0
858,59,F,1517.0,1704,Masivo,13600.0
859,43,F,757.0,151,Masivo,9100.0
860,63,M,1185.0,331,Medio,15600.0
861,37,M,1527.0,1674,Masivo,11200.0
862,59,F,319.0,589,Masivo,14700.0
863,70,F,387.0,870,Masivo,14600.0
864,62,F,691.0,494,Masivo,14700.0
865,65,M,1097.0,509,Masivo,15200.0
866,76,M,796.0,865,Masivo,19100.0
867,59,F,649.0,568,Masivo,10700.0
868,50,F,123.0,1212,Masivo,16100.0
869,41,F,680.0,420,Masivo,8500.0
870,78,F,1554.0,63,Masivo,12300.0
871,78,M,1209.0,1229,Masivo,12100.0
872,30,M,822.0,88,Premium,41600.0
873,26,M,823.0,1027,Alto,32400.0
874,36,M,1008.0,925,Masivo,14400.0
875,24,M,714.0,860,Premium,82700.0
876,52,F,803.0,964,Masivo,12500.0
877,74,M,196.0,140,Masivo,20800.0
878,60,M,1343.0,52,Medio,31200.0
879,67,F,544.0,567,Masivo,11600.0
880,56,M,1386.0,314,Medio,26600.0
881,28,F,1237.0,829,Alto,46800.0
882,62,M,630.0,261,Medio,39900.0
883,69,F,471.0,414,Masivo,18200.0
884,64,M,1701.0,1623,Masivo,8600.0
885,44,M,1582.0,1396,Masivo,10700.0
886,64,M,1640.0,597,Masivo,11100.0
887,46,F,646.0,620,Masivo,8300.0
888,66,M,721.0,638,Masivo,12200.0
889,46,M,938.0,499,Masivo,9900.0
890,33,M,932.0,674,Alto,32400.0
891,69,F,206.0,1703,Masivo,11600.0
892,75,M,1406.0,412,Masivo,10200.0
893,41,F,363.0,1533,Masivo,16500.0
894,54,F,195.0,330,Masivo,10500.0
895,47,F,946.0,1378,Masivo,15000.0
896,67,F,239.0,205,Medio,23800.0
897,51,F,1341.0,925,Masivo,13100.0
898,28,F,1293.0,1349,Masivo,11900.0
899,69,F,1475.0,1031,Masivo,13600.0
900,73,F,251.0,1789,Masivo,16000.0
901,59,M,541.0,1653,Masivo,14200.0
902,41,F,668.0,1097,Masivo,9200.0
903,24,F,1117.0,505,Premium,73100.0
904,51,M,1223.0,718,Masivo,11200.0
905,36,F,659.0,962,Masivo,10800.0
906,28,M,942.0,542,Premium,29400.0
907,75,M,384.0,560,Masivo,8000.0
908,71,F,1359.0,732,Masivo,11700.0
909,78,F,1073.0,685,Masivo,14400.0
910,70,F,532.0,221,Medio,10400.0
911,40,M,3.0,1718,Masivo,14100.0
912,44,F,644.0,1531,Masivo,16500.0
913,50,M,843.0,1146,Masivo,13700.0
914,42,M,898.0,1086,Masivo,11400.0
915,41,F,905.0,348,Medio,25500.0
916,38,M,314.0,1392,Masivo,10300.0
917,71,F,807.0,1504,Masivo,8600.0
918,39,F,1728.0,44,Medio,25300.0
919,26,M,1289.0,895,Premium,87100.0
920,76,F,899.0,1813,Masivo,12700.0
921,62,F,804.0,490,Masivo,17600.0
922,66,M,1706.0,1469,Masivo,15300.0
923,46,F,54.0,528,Masivo,10100.0
924,75,M,955.0,386,Masivo,9000.0
925,34,M,716.0,650,Alto,35900.0
926,27,F,658.0,1342,Masivo,16600.0
927,64,F,384.0,62,Medio,25500.0
928,45,F,1153.0,990,Masivo,11800.0
929,36,M,156.0,1402,Masivo,14700.0
930,25,F,1610.0,999,Premium,54300.0
931,44,F,1504.0,1815,Masivo,14200.0
932,57,M,392.0,769,Masivo,14400.0
933,25,M,534.0,1094,Alto,54800.0
934,49,F,1241.0,56,Masivo,13100.0
935,19,F,1791.0,455,Premium,86700.0
936,54,M,1206.0,893,Masivo,12900.0
937,27,M,688.0,27,Premium,103200.0
938,18,F,458.0,1475,Masivo,9600.0
939,33,F,1699.0,351,Alto,34800.0
940,29,M,1723.0,917,Premium,75100.0
941,23,F,508.0,1328,Masivo,8900.0
942,41,M,1792.0,1259,Masivo,15300.0
943,51,M,515.0,1232,Masivo,6700.0
944,68,M,68.0,1597,Masivo,7400.0
945,53,F,19.0,683,Masivo,9500.0
946,73,F,1072.0,211,Medio,27000.0
947,58,M,994.0,695,Masivo,16600.0
948,41,M,1685.0,780,Masivo,16100.0
949,19,F,1782.0,1137,Masivo,14100.0
950,22,F,288.0,189,Premium,78800.0
951,64,F,1746.0,888,Masivo,17900.0
952,24,F,1001.0,1206,Masivo,12000.0
953,65,M,833.0,1088,Masivo,10900.0
954,26,M,406.0,1750,Masivo,15800.0
955,52,F,721.0,93,Medio,25800.0
956,59,M,1083.0,1067,Masivo,10800.0
957,67,M,1320.0,1142,Masivo,13800.0
958,80,F,90.0,1118,Masivo,12800.0
959,58,F,805.0,945,Masivo,13200.0
960,26,F,876.0,1174,Masivo,11400.0
961,67,F,1053.0,296,Masivo,12600.0
962,20,M,942.0,830,Alto,52400.0
963,20,F,955.0,1263,Masivo,9000.0
964,74,F,1280.0,1535,Masivo,16500.0
965,77,M,179.0,212,Masivo,14600.0
966,43,F,1231.0,607,Masivo,16800.0
967,52,F,366.0,276,Masivo,6000.0
968,20,F,810.0,1374,Masivo,8200.0
969,30,M,494.0,1547,Masivo,10800.0
970,73,M,763.0,276,Masivo,16100.0
971,73,F,928.0,564,Masivo,15700.0
972,35,F,584.0,1320,Masivo,6000.0
973,41,M,360.0,110,Medio,22800.0
974,43,M,1037.0,36,Masivo,15300.0
975,75,F,1247.0,1362,Masivo,14600.0
976,39,M,1495.0,790,Masivo,10900.0
977,49,F,1399.0,11,Medio,23200.0
978,41,F,1448.0,1152,Masivo,12900.0
979,51,M,1379.0,1136,Masivo,12300.0
980,23,M,735.0,991,Alto,44000.0
981,23,F,181.0,184,Alto,39600.0
982,70,F,972.0,936,Masivo,8700.0
983,36,F,106.0,1295,Masivo,16600.0
984,23,F,1242.0,1755,Masivo,13100.0
985,36,F,845.0,1744,Masivo,14200.0
986,56,F,444.0,1351,Masivo,17900.0
987,28,M,48.0,1042,Alto,37900.0
988,40,F,488.0,877,Masivo,17100.0
989,64,F,1253.0,1414,Masivo,17700.0
990,40,F,1631.0,310,Masivo,16900.0
991,45,F,1817.0,845,Masivo,9300.0
992,80,F,220.0,53,Masivo,13200.0
993,21,M,1261.0,758,Premium,87600.0
994,58,F,72.0,185,Medio,24000.0
995,50,M,906.0,387,Masivo,11100.0
996,61,F,349.0,1279,Masivo,14200.0
997,19,M,308.0,1369,Masivo,19400.0
998,56,F,388.0,525,Masivo,18800.0
999,46,F,938.0,1650,Masivo,11600.0
1000,22,M,932.0,481,Alto,39700.0
1001,59,M,1082.0,1352,Masivo,9200.0
1002,42,M,699.0,781,Masivo,10000.0
1003,20,M,1521.0,156,Premium,79100.0
1004,61,M,913.0,1310,Masivo,8400.0
1005,41,F,608.0,498,Masivo,15500.0
1006,66,M,606.0,661,Masivo,10900.0
1007,26,M,849.0,936,Alto,41200.0
1008,43,F,565.0,471,Masivo,18100.0
1009,35,F,926.0,417,Masivo,9700.0
1010,25,M,140.0,1505,Masivo,14100.0
1011,29,F,1017.0,953,Alto,47200.0
1012,42,F,1066.0,1726,Masivo,13500.0
1013,25,M,615.0,1707,Masivo,8500.0
1014,34,F,1749.0,424,Premium,92100.0
1015,31,M,946.0,614,Alto,46000.0
1016,36,F,227.0,1395,Masivo,15900.0
1017,49,M,817.0,1173,Masivo,12300.0
1018,26,F,668.0,273,Premium,85000.0
1019,46,M,1052.0,1574,Masivo,9300.0
1020,63,M,58.0,1293,Masivo,14900.0
1021,23,M,1312.0,977,Premium,58200.0
1022,79,M,796.0,897,Masivo,8200.0
1023,38,M,816.0,609,Masivo,13900.0
1024,63,M,137.0,367,Masivo,11400.0
1025,52,M,1612.0,1311,Masivo,12300.0
1026,37,M,510.0,630,Masivo,6000.0
1027,63,F,1306.0,916,Masivo,13400.0
1028,62,F,1029.0,1219,Masivo,16600.0
1029,68,F,464.0,1137,Masivo,9200.0
1030,32,M,351.0,434,Premium,114900.0
1031,30,F,87.0,1712,Masivo,8700.0
1032,33,M,670.0,1402,Masivo,14800.0
1033,19,F,852.0,1457,Masivo,10800.0
1034,54,F,884.0,294,Medio,27100.0
1035,69,F,878.0,948,Masivo,14300.0
1036,26,F,890.0,70,Premium,107400.0
1037,23,M,1327.0,471,Premium,118200.0
1038,43,F,1266.0,138,Masivo,14400.0
1039,64,M,503.0,203,Medio,25900.0
1040,44,M,56.0,443,Masivo,9300.0
1041,70,F,1221.0,585,Masivo,12600.0
1042,26,F,819.0,30,Premium,85300.0
1043,59,M,1626.0,717,Masivo,6800.0
1044,47,F,1462.0,732,Masivo,13700.0
1045,40,F,457.0,615,Masivo,11800.0
1046,71,M,1271.0,543,Masivo,13400.0
1047,58,M,1612.0,897,Masivo,7400.0
1048,67,F,761.0,1215,Masivo,11300.0
1049,45,F,1450.0,405,Masivo,11200.0
1050,73,F,1232.0,8,Masivo,12400.0
1051,25,M,602.0,1677,Masivo,11800.0
1052,37,F,774.0,163,Masivo,9400.0
1053,38,M,1469.0,655,Masivo,10800.0
1054,32,M,1269.0,1016,Premium,103100.0
1055,78,M,982.0,570,Masivo,13000.0
1056,36,M,1029.0,986,Masivo,17900.0
1057,34,M,710.0,571,Premium,81200.0
1058,79,F,13.0,903,Masivo,13300.0
1059,26,M,887.0,1423,Masivo,13800.0
1060,57,F,1361.0,419,Masivo,12500.0
1061,50,M,1636.0,1699,Masivo,15500.0
1062,55,F,1341.0,381,Masivo,11000.0
1063,27,M,363.0,1074,Alto,34300.0
1064,57,F,398.0,880,Masivo,6600.0
1065,56,M,808.0,187,Masivo,12300.0
1066,77,F,771.0,758,Masivo,7400.0
1067,70,M,1807.0,171,Masivo,14700.0
1068,23,M,876.0,371,Alto,40000.0
1069,59,M,976.0,798,Masivo,12600.0
1070,34,F,733.0,423,Premium,112600.0
1071,67,F,173.0,663,Masivo,12500.0
1072,57,F,494.0,620,Masivo,15800.0
1073,49,M,919.0,6,Masivo,11800.0
1074,52,F,1765.0,1226,Masivo,15700.0
1075,79,F,624.0,376,Masivo,11700.0
1076,33,F,416.0,726,Premium,88400.0
1077,61,M,1217.0,150,Medio,25400.0
1078,47,F,225.0,1554,Masivo,11000.0
1079,21,M,1257.0,841,Alto,32100.0
1080,44,M,1280.0,1751,Masivo,13700.0
1081,31,M,924.0,1261,Masivo,6800.0
1082,27,F,1514.0,1017,Premium,119600.0
1083,63,M,639.0,1049,Masivo,15100.0
1084,73,M,99.0,1483,Masivo,17000.0
1085,43,M,405.0,1238,Masivo,13500.0
1086,41,F,810.0,978,Masivo,10900.0
1087,24,M,1355.0,784,Alto,41400.0
1088,47,F,262.0,953,Masivo,11800.0
1089,46,F,431.0,239,Masivo,6800.0
1090,24,F,642.0,1498,Masivo,16500.0
1091,78,M,283.0,591,Masivo,13400.0
1092,57,M,575.0,1000,Masivo,11200.0
1093,79,M,141.0,1790,Masivo,10600.0
1094,28,M,981.0,520,Premium,68700.0
1095,77,M,796.0,630,Masivo,14500.0
1096,38,M,400.0,1806,Masivo,10900.0
1097,28,F,1204.0,1148,Masivo,14400.0
1098,50,F,1455.0,1460,Masivo,14700.0
1099,74,M,618.0,1045,Masivo,13800.0
1100,19,M,1684.0,281,Alto,52100.0
1101,43,M,918.0,224,Medio,32800.0
1102,79,M,830.0,221,Masivo,9400.0
1103,55,M,1391.0,932,Masivo,14600.0
1104,21,F,148.0,1033,Alto,48400.0
1105,56,M,1541.0,916,Masivo,13400.0
1106,59,M,989.0,1324,Masivo,18200.0
1107,36,M,649.0,618,Masivo,8900.0
1108,72,M,1183.0,384,Masivo,12000.0
1109,26,F,1213.0,415,Alto,67800.0
1110,64,M,130.0,194,Masivo,10100.0
1111,43,F,144.0,16,Masivo,12600.0
1112,43,F,887.0,341,Medio,27100.0
1113,53,M,306.0,908,Masivo,14000.0
1114,53,M,1816.0,1796,Masivo,9800.0
1115,42,M,410.0,1320,Masivo,14100.0
1116,66,M,1016.0,1385,Masivo,11800.0
1117,70,F,303.0,421,Masivo,8500.0
1118,61,M,754.0,363,Masivo,13800.0
1119,26,F,1184.0,1498,Masivo,7200.0
1120,43,M,201.0,522,Masivo,17100.0
1121,39,M,1762.0,1712,Masivo,12200.0
1122,41,M,1660.0,1700,Masivo,11200.0
1123,30,M,923.0,1410,Masivo,12700.0
1124,43,M,524.0,613,Masivo,12200.0
1125,20,F,125.0,871,Alto,28300.0
1126,63,F,332.0,1174,Masivo,15200.0
1127,48,M,36.0,1709,Masivo,12700.0
1128,27,F,1380.0,440,Premium,42800.0
1129,50,F,164.0,148,Medio,20600.0
1130,77,F,1128.0,1779,Masivo,9900.0
1131,28,F,1742.0,710,Premium,78300.0
1132,57,M,1819.0,372,Masivo,6000.0
1133,37,F,768.0,206,Masivo,8100.0
1134,50,M,800.0,936,Masivo,9700.0
1135,52,F,1748.0,291,Medio,31700.0
1136,54,M,837.0,508,Masivo,12700.0
1137,70,M,,72,Masivo,10100.0
1138,39,M,566.0,1368,Masivo,11100.0
1139,80,M,54.0,1754,Masivo,6100.0
1140,37,M,129.0,706,Masivo,10800.0
1141,64,F,1350.0,8,Masivo,13000.0
1142,58,M,1499.0,1388,Masivo,9200.0
1143,48,F,1645.0,276,Medio,25000.0
1144,59,F,685.0,171,Masivo,15300.0
1145,67,M,1110.0,1500,Masivo,18300.0
1146,32,F,211.0,1224,Masivo,9000.0
1147,55,F,1776.0,627,Masivo,19700.0
1148,51,F,1044.0,440,Masivo,10100.0
1149,57,M,1575.0,435,Masivo,15500.0
1150,42,M,666.0,1066,Masivo,18800.0
1151,61,F,806.0,610,Masivo,17900.0
1152,54,M,742.0,1393,Masivo,11900.0
1153,25,F,1601.0,1256,Masivo,8700.0
1154,46,F,263.0,267,Medio,25700.0
1155,27,F,1690.0,652,Alto,41300.0
1156,31,F,118.0,1590,Masivo,11500.0
1157,67,M,1654.0,260,Masivo,11100.0
1158,48,M,1462.0,1239,Masivo,16800.0
1159,65,F,1522.0,1564,Masivo,6500.0
1160,63,F,1565.0,1491,Masivo,14800.0
1161,31,M,782.0,334,Alto,35200.0
1162,60,M,500.0,1117,Masivo,12000.0
1163,42,F,622.0,1241,Masivo,6600.0
1164,29,F,576.0,1270,Masivo,7900.0
1165,52,F,422.0,1344,Masivo,13200.0
1166,40,M,650.0,1465,Masivo,12400.0
1167,73,F,381.0,1330,Masivo,7000.0
1168,59,M,949.0,1212,Masivo,8900.0
1169,34,M,913.0,644,Alto,45800.0
1170,30,F,457.0,189,Alto,38200.0
1171,35,M,292.0,756,Masivo,12400.0
1172,32,F,1682.0,1180,Masivo,9600.0
1173,80,M,528.0,1379,Masivo,11300.0
1174,36,F,1553.0,1575,Masivo,8600.0
1175,62,F,1063.0,1513,Masivo,18800.0
1176,38,F,1554.0,1114,Masivo,10800.0
1177,53,M,1479.0,253,Masivo,13700.0
1178,68,M,598.0,19,Medio,20900.0
1179,36,F,1381.0,1566,Masivo,11300.0
1180,61,F,1654.0,862,Masivo,18100.0
1181,75,M,905.0,1270,Masivo,10000.0
1182,70,M,1716.0,1511,Masivo,10800.0
1183,67,M,274.0,259,Masivo,16900.0
1184,36,F,364.0,1631,Masivo,11200.0
1185,79,F,580.0,891,Masivo,6700.0
1186,40,F,22.0,1474,Masivo,15200.0
1187,59,F,134.0,1450,Masivo,13400.0
1188,48,M,144.0,1703,Masivo,16000.0
1189,70,F,220.0,179,Medio,18600.0
1190,77,M,727.0,197,Medio,26500.0
1191,35,F,1354.0,1275,Masivo,10200.0
1192,57,M,1411.0,1363,Masivo,12700.0
1193,33,F,29.0,975,Alto,55300.0
1194,60,F,1091.0,904,Masivo,11000.0
1195,32,M,122.0,340,Alto,55600.0
1196,21,F,9.0,334,Premium,135000.0
1197,39,M,15.0,839,Masivo,18300.0
1198,24,M,1515.0,1232,Masivo,13800.0
1199,26,F,,952,Alto,51500.0
1200,53,F,420.0,889,Masivo,14200.0
1201,28,M,134.0,965,Premium,73300.0
1202,77,F,658.0,1339,Masivo,9000.0
1203,48,M,1465.0,1116,Masivo,8700.0
1204,30,F,232.0,992,Alto,62700.0
1205,36,M,814.0,1273,Masivo,16600.0
1206,59,M,606.0,429,Masivo,14000.0
1207,67,M,1561.0,148,Masivo,13900.0
1208,54,F,1394.0,175,Medio,30200.0
1209,65,M,1138.0,1135,Masivo,15500.0
1210,77,F,1333.0,538,Masivo,10100.0
1211,76,F,374.0,557,Masivo,10500.0
1212,74,M,887.0,726,Masivo,7900.0
1213,77,M,1526.0,1299,Masivo,15700.0
1214,71,M,699.0,1313,Masivo,9400.0
1215,49,F,891.0,692,Masivo,9600.0
1216,65,M,592.0,294,Masivo,13300.0
1217,77,F,310.0,662,Masivo,13200.0
1218,20,M,,1582,Masivo,9500.0
1219,54,M,1463.0,214,Medio,22100.0
1220,77,F,939.0,919,Masivo,8500.0
